Feature,ElasticNet_Coefficient,ElasticNet_AbsCoeff,ElasticNet_Rank
postal_code_M2E,-0.18996436538570122,0.18996436538570122,951
postal_code_R3S,-0.18982176361251812,0.18982176361251812,952
postal_code_E6G,0.18963273192910604,0.18963273192910604,953
postal_code_L9D,-0.18951502393994873,0.18951502393994873,954
postal_code_T3D,-0.18939954224724534,0.18939954224724534,955
postal_code_J3R,-0.18931791528611722,0.18931791528611722,956
postal_code_S1B,0.18894782222333953,0.18894782222333953,957
postal_code_T3I,-0.1886787209923207,0.1886787209923207,958
postal_code_T8W,0.18840950094139017,0.18840950094139017,959
postal_code_N5R,-0.1882469048414282,0.1882469048414282,960
postal_code_H9F,0.18824002570340276,0.18824002570340276,961
postal_code_K7H,-0.18509963886964434,0.18509963886964434,962
postal_code_M8O,0.18496579359500206,0.18496579359500206,963
postal_code_B9S,0.18464085627044868,0.18464085627044868,964
postal_code_H6D,-0.18433031402438854,0.18433031402438854,965
postal_code_G8L,0.18374300327928575,0.18374300327928575,966
postal_code_P1F,0.18370317754530796,0.18370317754530796,967
postal_code_N6P,-0.18289932627985675,0.18289932627985675,968
postal_code_S8S,0.18229682952609588,0.18229682952609588,969
postal_code_J1C,-0.1813411757814248,0.1813411757814248,970
postal_code_B3X,0.18117059887046155,0.18117059887046155,971
postal_code_K9B,0.18115852728828633,0.18115852728828633,972
postal_code_P1G,0.1806131670267804,0.1806131670267804,973
postal_code_A8N,-0.1805425155998308,0.1805425155998308,974
postal_code_S3C,0.1797997766564298,0.1797997766564298,975
postal_code_P6D,0.17960992823581595,0.17960992823581595,976
postal_code_H7H,-0.17924482533931002,0.17924482533931002,977
postal_code_H4N,0.17923826074872037,0.17923826074872037,978
postal_code_P2W,-0.17875379713716016,0.17875379713716016,979
postal_code_S5G,-0.17859336584060312,0.17859336584060312,980
postal_code_P9X,-0.17834839307768235,0.17834839307768235,981
postal_code_G2Y,0.17768417171659864,0.17768417171659864,982
postal_code_L1Y,0.1776102112341981,0.1776102112341981,983
age,0.1772981986126216,0.1772981986126216,984
postal_code_L1U,-0.17634008156011513,0.17634008156011513,985
postal_code_N8R,0.17606522497547195,0.17606522497547195,986
postal_code_M2T,0.17580401908194263,0.17580401908194263,987
postal_code_G1V,0.17515292978675068,0.17515292978675068,988
postal_code_V8N,-0.17465280193493435,0.17465280193493435,989
postal_code_B3L,-0.17464026012402312,0.17464026012402312,990
postal_code_S6R,0.17444608307086487,0.17444608307086487,991
postal_code_N4M,-0.17426494589257968,0.17426494589257968,992
postal_code_M2N,-0.17416665435279743,0.17416665435279743,993
postal_code_N9Q,0.17409190702383084,0.17409190702383084,994
postal_code_K8S,-0.17358190724984116,0.17358190724984116,995
postal_code_P9U,0.1732659167401556,0.1732659167401556,996
postal_code_B9Y,-0.172668654406414,0.172668654406414,997
postal_code_L5C,0.17241762171806024,0.17241762171806024,998
postal_code_L7W,0.17235097258907334,0.17235097258907334,999
postal_code_G4O,-0.17210197170373423,0.17210197170373423,1000
postal_code_S7C,0.17160027380125514,0.17160027380125514,1001
postal_code_R6Y,-0.17119542509556498,0.17119542509556498,1002
postal_code_V9X,0.1711840651050459,0.1711840651050459,1003
postal_code_J2Z,0.17011151651315437,0.17011151651315437,1004
province_SK,-0.1700927303273555,0.1700927303273555,1005
postal_code_H1I,-0.1699361954986058,0.1699361954986058,1006
postal_code_G3X,-0.1696812625186711,0.1696812625186711,1007
postal_code_L1X,-0.16957124526358705,0.16957124526358705,1008
postal_code_P3M,-0.1690885529779063,0.1690885529779063,1009
postal_code_A8E,0.1687128624933365,0.1687128624933365,1010
claim_to_vehicle_value_ratio,0.1686391785544954,0.1686391785544954,1011
postal_code_T5Z,-0.16826949660951454,0.16826949660951454,1012
postal_code_T3J,-0.16700441594150528,0.16700441594150528,1013
postal_code_G6P,0.16571517124519536,0.16571517124519536,1014
postal_code_R6F,0.16563208235529217,0.16563208235529217,1015
postal_code_K1P,0.1656006037302826,0.1656006037302826,1016
postal_code_N1A,-0.16507741446625038,0.16507741446625038,1017
postal_code_P8B,-0.16396791920686618,0.16396791920686618,1018
postal_code_N7L,-0.1635842512246084,0.1635842512246084,1019
postal_code_A2E,0.16251780517083772,0.16251780517083772,1020
postal_code_B3W,0.16215233502615828,0.16215233502615828,1021
postal_code_S1W,0.16194908010242814,0.16194908010242814,1022
postal_code_G7Q,-0.16134807964212794,0.16134807964212794,1023
postal_code_P1E,0.1608298059932228,0.1608298059932228,1024
postal_code_H1R,-0.16069280817453713,0.16069280817453713,1025
postal_code_J7E,0.1602328668069753,0.1602328668069753,1026
postal_code_G9B,-0.15993602021063033,0.15993602021063033,1027
postal_code_N8T,-0.15927867318800684,0.15927867318800684,1028
postal_code_L6H,0.15822935566326965,0.15822935566326965,1029
postal_code_T8R,-0.15786101564911542,0.15786101564911542,1030
postal_code_K4O,0.15778536698673074,0.15778536698673074,1031
postal_code_H9Q,-0.15756957245221115,0.15756957245221115,1032
postal_code_G9U,-0.15703688448229192,0.15703688448229192,1033
postal_code_L9W,0.15663356685827642,0.15663356685827642,1034
postal_code_K3K,-0.15661825727976159,0.15661825727976159,1035
postal_code_J1R,-0.15649283343875345,0.15649283343875345,1036
postal_code_J3V,0.15635426172617292,0.15635426172617292,1037
postal_code_E6M,0.15529184588592404,0.15529184588592404,1038
postal_code_R3U,0.15486708871886573,0.15486708871886573,1039
postal_code_P6R,-0.15485534057860106,0.15485534057860106,1040
postal_code_C9H,-0.15457933514148892,0.15457933514148892,1041
postal_code_H6C,-0.15433847494423286,0.15433847494423286,1042
postal_code_P6Y,-0.1543352621975268,0.1543352621975268,1043
postal_code_E2G,-0.15422047812899306,0.15422047812899306,1044
postal_code_K9I,-0.15403511210317924,0.15403511210317924,1045
postal_code_B6W,-0.15352675448122438,0.15352675448122438,1046
postal_code_V6E,-0.15338485494072263,0.15338485494072263,1047
postal_code_T7R,-0.1532148449700089,0.1532148449700089,1048
postal_code_K9E,-0.15265179337399287,0.15265179337399287,1049
postal_code_V7W,-0.15231936877431468,0.15231936877431468,1050
postal_code_T2X,0.1523105775667399,0.1523105775667399,1051
postal_code_T1D,-0.15224251287099513,0.15224251287099513,1052
postal_code_J1W,-0.1517387428015005,0.1517387428015005,1053
postal_code_S3X,0.15152283508431288,0.15152283508431288,1054
postal_code_K3C,-0.15112293300042665,0.15112293300042665,1055
postal_code_E5V,0.15090442408280086,0.15090442408280086,1056
postal_code_L1P,-0.1505711719555959,0.1505711719555959,1057
postal_code_J1Z,0.15007484088914588,0.15007484088914588,1058
postal_code_L9K,0.14892160318883513,0.14892160318883513,1059
postal_code_P4D,-0.1484620429083112,0.1484620429083112,1060
postal_code_T1E,-0.14828472189090003,0.14828472189090003,1061
postal_code_C4G,-0.1482582042092544,0.1482582042092544,1062
postal_code_P7F,-0.14823157521201724,0.14823157521201724,1063
postal_code_H9B,-0.1476664439826065,0.1476664439826065,1064
postal_code_H3Q,0.1472561128765803,0.1472561128765803,1065
postal_code_M6V,-0.1460360820344798,0.1460360820344798,1066
postal_code_G7V,0.14554995626629563,0.14554995626629563,1067
postal_code_L9V,-0.14549407198773429,0.14549407198773429,1068
postal_code_G1R,-0.14499198233729002,0.14499198233729002,1069
postal_code_V5V,-0.1443577311395342,0.1443577311395342,1070
claim_type_Collision,0.14425707947313823,0.14425707947313823,1071
postal_code_H4B,-0.14383478478333275,0.14383478478333275,1072
postal_code_K8W,-0.14334639418650674,0.14334639418650674,1073
postal_code_R6E,-0.14331823895531817,0.14331823895531817,1074
province_ON,0.14299039774066108,0.14299039774066108,1075
postal_code_M2S,0.14293332635195144,0.14293332635195144,1076
postal_code_P4T,-0.14281042086758258,0.14281042086758258,1077
postal_code_G9J,0.1424130242837604,0.1424130242837604,1078
postal_code_P4L,-0.14230370404392803,0.14230370404392803,1079
postal_code_K3N,0.14182339736961105,0.14182339736961105,1080
postal_code_H4Q,-0.14163789355500506,0.14163789355500506,1081
postal_code_L3W,-0.14084580740895972,0.14084580740895972,1082
postal_code_N8C,-0.14041680037684828,0.14041680037684828,1083
postal_code_P4N,0.14040771700233615,0.14040771700233615,1084
postal_code_K5H,0.1402663084153685,0.1402663084153685,1085
witness_present_No,0.14024997443513826,0.14024997443513826,1086
postal_code_H3W,0.13892480302746324,0.13892480302746324,1087
postal_code_M8V,-0.13831888528276062,0.13831888528276062,1088
postal_code_G6L,0.138318687036952,0.138318687036952,1089
postal_code_N5C,0.13804962721931202,0.13804962721931202,1090
postal_code_H4W,0.13775033624959102,0.13775033624959102,1091
postal_code_K6B,-0.13756658004680453,0.13756658004680453,1092
postal_code_L1M,-0.13706924131442016,0.13706924131442016,1093
postal_code_B1U,-0.1369875246352077,0.1369875246352077,1094
postal_code_K6A,-0.13652996860518668,0.13652996860518668,1095
postal_code_G6A,-0.13637700015304138,0.13637700015304138,1096
postal_code_N6X,-0.13604285861914192,0.13604285861914192,1097
postal_code_M1C,0.13600559413648997,0.13600559413648997,1098
postal_code_S8B,-0.13530162335770965,0.13530162335770965,1099
postal_code_K2M,0.13513750829481214,0.13513750829481214,1100
postal_code_L6A,0.13466678402513335,0.13466678402513335,1101
postal_code_S2X,-0.13315354714062533,0.13315354714062533,1102
postal_code_R3Y,0.13315289853200135,0.13315289853200135,1103
postal_code_M7B,-0.1330436328903664,0.1330436328903664,1104
postal_code_E1F,0.13235789347049165,0.13235789347049165,1105
postal_code_H4Z,-0.1322142599178117,0.1322142599178117,1106
postal_code_E3P,0.13185864823257148,0.13185864823257148,1107
postal_code_J1F,0.13089168322977998,0.13089168322977998,1108
postal_code_R4L,0.13082607807684946,0.13082607807684946,1109
postal_code_P3I,-0.13075081127580213,0.13075081127580213,1110
postal_code_N8N,-0.129878059195411,0.129878059195411,1111
postal_code_N1E,0.12941772408613764,0.12941772408613764,1112
postal_code_K1V,-0.12922530418495207,0.12922530418495207,1113
postal_code_G1C,0.12878681609259388,0.12878681609259388,1114
postal_code_J4W,-0.12850159995077837,0.12850159995077837,1115
postal_code_H4V,-0.12820336386842326,0.12820336386842326,1116
postal_code_K7Z,0.12785544650032166,0.12785544650032166,1117
postal_code_P3E,0.12746782950790544,0.12746782950790544,1118
postal_code_T2P,-0.12740970682305286,0.12740970682305286,1119
postal_code_V3E,0.1273567755830262,0.1273567755830262,1120
postal_code_L6T,-0.12686605459845646,0.12686605459845646,1121
postal_code_L2E,-0.12656065848799702,0.12656065848799702,1122
postal_code_H1K,-0.1262443952814905,0.1262443952814905,1123
postal_code_G2O,-0.12623266528446261,0.12623266528446261,1124
postal_code_T4D,-0.12400912278096342,0.12400912278096342,1125
postal_code_K7B,-0.12331544589791998,0.12331544589791998,1126
postal_code_R8W,-0.12306583067419327,0.12306583067419327,1127
postal_code_L6D,-0.12302383934882856,0.12302383934882856,1128
postal_code_A3G,0.12279196571240045,0.12279196571240045,1129
postal_code_V8D,-0.12145389137639791,0.12145389137639791,1130
postal_code_G1H,-0.12140356177994172,0.12140356177994172,1131
postal_code_T9V,-0.12133951742281232,0.12133951742281232,1132
postal_code_V9L,0.12132977383965553,0.12132977383965553,1133
postal_code_T4V,0.12130858398328584,0.12130858398328584,1134
postal_code_N8O,-0.12111473949379661,0.12111473949379661,1135
postal_code_K6U,-0.12100820922962487,0.12100820922962487,1136
postal_code_C1U,0.12075867520999051,0.12075867520999051,1137
postal_code_L5M,-0.12054721230160836,0.12054721230160836,1138
postal_code_V5A,-0.120238809739605,0.120238809739605,1139
postal_code_G3F,0.1200935564671802,0.1200935564671802,1140
vehicle_value,-0.11963498190854518,0.11963498190854518,1141
postal_code_K5J,0.11959608453972669,0.11959608453972669,1142
postal_code_N2T,-0.11798172690909661,0.11798172690909661,1143
postal_code_R8C,-0.11788894508874624,0.11788894508874624,1144
postal_code_G9V,-0.11768929006319642,0.11768929006319642,1145
vehicle_brand_Hyundai,-0.11756154412736426,0.11756154412736426,1146
postal_code_R3X,0.11736138306453879,0.11736138306453879,1147
vehicle_brand_BMW,-0.11718093803091037,0.11718093803091037,1148
postal_code_N5F,-0.11575892714568514,0.11575892714568514,1149
postal_code_P5R,-0.11570432715697151,0.11570432715697151,1150
postal_code_L6C,0.11515296256009264,0.11515296256009264,1151
postal_code_T2D,0.11507784439526055,0.11507784439526055,1152
postal_code_T5R,0.11479318029047397,0.11479318029047397,1153
postal_code_P9V,-0.114359682992039,0.114359682992039,1154
postal_code_L6E,0.11421838789410865,0.11421838789410865,1155
postal_code_S6G,-0.11354345281933481,0.11354345281933481,1156
postal_code_R8B,0.11337325985112587,0.11337325985112587,1157
province_BC,0.11335477049856517,0.11335477049856517,1158
postal_code_G5P,-0.11230617055075696,0.11230617055075696,1159
postal_code_E6Y,0.11227401780172809,0.11227401780172809,1160
postal_code_H4F,0.11218657207559575,0.11218657207559575,1161
postal_code_P3V,-0.11164857023091788,0.11164857023091788,1162
postal_code_H5N,-0.11156581557332691,0.11156581557332691,1163
postal_code_L9R,-0.11156142691899026,0.11156142691899026,1164
postal_code_M3T,-0.11074753970062491,0.11074753970062491,1165
postal_code_P4J,0.11014891660395254,0.11014891660395254,1166
postal_code_R7U,-0.10965126528838984,0.10965126528838984,1167
postal_code_N9I,-0.10862666555004656,0.10862666555004656,1168
postal_code_L8R,-0.10834354818918761,0.10834354818918761,1169
postal_code_P9W,-0.10828644554823692,0.10828644554823692,1170
postal_code_G4G,0.10828456304138342,0.10828456304138342,1171
postal_code_S6F,0.10826054526017859,0.10826054526017859,1172
postal_code_M9S,0.10809056023685339,0.10809056023685339,1173
province_PE,-0.10622768812166015,0.10622768812166015,1174
postal_code_L9I,-0.10620595042517217,0.10620595042517217,1175
postal_code_M6A,-0.1058685403089909,0.1058685403089909,1176
postal_code_K5V,-0.10546129755505701,0.10546129755505701,1177
vehicle_brand_Chevrolet,0.10463763905050412,0.10463763905050412,1178
postal_code_N5V,0.10437675532121432,0.10437675532121432,1179
postal_code_K3F,-0.10421308809941937,0.10421308809941937,1180
postal_code_P1Z,-0.10374962101814814,0.10374962101814814,1181
postal_code_V4F,-0.10328574738528347,0.10328574738528347,1182
postal_code_L4R,0.10305322224590255,0.10305322224590255,1183
postal_code_N2O,0.1008839423693152,0.1008839423693152,1184
postal_code_L1C,0.10083977843120977,0.10083977843120977,1185
postal_code_V4Z,-0.10061799437558899,0.10061799437558899,1186
postal_code_B9L,-0.10000672429573934,0.10000672429573934,1187
postal_code_V1Z,0.09991619054147366,0.09991619054147366,1188
vehicle_brand_Ford,-0.09988654130721426,0.09988654130721426,1189
postal_code_J4E,-0.09981432206304014,0.09981432206304014,1190
postal_code_G8T,-0.0997615037508793,0.0997615037508793,1191
postal_code_B2G,0.09956894554854788,0.09956894554854788,1192
postal_code_R4B,0.09909781418713894,0.09909781418713894,1193
postal_code_T9H,0.09848230726205894,0.09848230726205894,1194
postal_code_J7R,0.09809275795205835,0.09809275795205835,1195
postal_code_A2B,0.09793566164023956,0.09793566164023956,1196
postal_code_H6N,0.09758556121482345,0.09758556121482345,1197
postal_code_T7P,-0.09757100379427244,0.09757100379427244,1198
postal_code_L2W,-0.0974101782457244,0.0974101782457244,1199
postal_code_J3M,0.09721076378133864,0.09721076378133864,1200
province_QC,0.0971742385616479,0.0971742385616479,1201
postal_code_M5V,0.09692066606372644,0.09692066606372644,1202
postal_code_T2F,0.09643782007530467,0.09643782007530467,1203
postal_code_V7E,0.09603476082715824,0.09603476082715824,1204
postal_code_V9D,-0.09561414595749339,0.09561414595749339,1205
postal_code_M5B,0.09336126584364626,0.09336126584364626,1206
postal_code_K8O,-0.09323537800907003,0.09323537800907003,1207
postal_code_T8U,0.09285165408545068,0.09285165408545068,1208
postal_code_J1V,-0.09284506056218493,0.09284506056218493,1209
postal_code_E7Y,-0.09274571182635596,0.09274571182635596,1210
postal_code_K4A,0.09229162167899956,0.09229162167899956,1211
postal_code_T7G,-0.09117816963639352,0.09117816963639352,1212
postal_code_N7P,0.09096134430555526,0.09096134430555526,1213
postal_code_G9C,0.09086962848831902,0.09086962848831902,1214
postal_code_R3K,-0.09064426933304608,0.09064426933304608,1215
postal_code_H9K,0.09024670940159048,0.09024670940159048,1216
postal_code_P5N,0.09021388203757226,0.09021388203757226,1217
postal_code_B4E,0.08945346591416217,0.08945346591416217,1218
postal_code_K7K,-0.08868336038720898,0.08868336038720898,1219
postal_code_K4G,-0.08823919717004111,0.08823919717004111,1220
postal_code_G1I,-0.08820220061520442,0.08820220061520442,1221
postal_code_M5Y,-0.08818999719651531,0.08818999719651531,1222
postal_code_N4C,-0.08813504914713824,0.08813504914713824,1223
vehicle_brand_Toyota,-0.08776056247610017,0.08776056247610017,1224
postal_code_M9V,-0.08705070352553979,0.08705070352553979,1225
postal_code_K2V,0.08664724747276867,0.08664724747276867,1226
postal_code_V6Y,-0.08661218724838375,0.08661218724838375,1227
postal_code_K4E,-0.08534075571241252,0.08534075571241252,1228
postal_code_T8Q,0.08504425364686047,0.08504425364686047,1229
postal_code_G9Q,-0.08462733544135617,0.08462733544135617,1230
postal_code_M5M,0.08454408604797192,0.08454408604797192,1231
postal_code_R5Q,-0.08412220693438231,0.08412220693438231,1232
postal_code_H9D,-0.08315166603569106,0.08315166603569106,1233
postal_code_P8D,-0.08260628769060956,0.08260628769060956,1234
postal_code_K1R,0.08259079644430349,0.08259079644430349,1235
postal_code_J8H,-0.08224117961608132,0.08224117961608132,1236
postal_code_C5Z,-0.08223444705098365,0.08223444705098365,1237
postal_code_T3G,-0.08212823489411238,0.08212823489411238,1238
postal_code_K1C,-0.08181344891764256,0.08181344891764256,1239
postal_code_C7Y,-0.08129118552830893,0.08129118552830893,1240
postal_code_L1K,0.0812508776683015,0.0812508776683015,1241
postal_code_G9X,-0.08111072573433538,0.08111072573433538,1242
postal_code_T6Z,0.07984484525296788,0.07984484525296788,1243
postal_code_N6K,0.07974203437128406,0.07974203437128406,1244
postal_code_R8R,0.07969257481596347,0.07969257481596347,1245
postal_code_P3D,0.0792487883456807,0.0792487883456807,1246
postal_code_T2K,-0.07903994829568747,0.07903994829568747,1247
postal_code_G2F,0.07818018200520627,0.07818018200520627,1248
postal_code_H8G,-0.07816758876653566,0.07816758876653566,1249
postal_code_L1R,-0.07753876124478887,0.07753876124478887,1250
postal_code_R7B,0.07711305865377947,0.07711305865377947,1251
vehicle_brand_Mercedes,-0.07652469599251334,0.07652469599251334,1252
postal_code_S2E,-0.07605673090118761,0.07605673090118761,1253
postal_code_H8H,0.07551120851695713,0.07551120851695713,1254
vehicle_brand_Honda,0.07452365441263359,0.07452365441263359,1255
postal_code_J2J,0.07362833845132076,0.07362833845132076,1256
postal_code_P9T,-0.0735052468732036,0.0735052468732036,1257
postal_code_N5E,-0.07341927078745693,0.07341927078745693,1258
postal_code_S9A,-0.07328351122123318,0.07328351122123318,1259
postal_code_A6Q,-0.07257668860666694,0.07257668860666694,1260
postal_code_K5C,-0.07162618288928872,0.07162618288928872,1261
postal_code_T4T,-0.07085202300678858,0.07085202300678858,1262
province_NL,-0.07080433114766128,0.07080433114766128,1263
postal_code_G5A,-0.0705041542836848,0.0705041542836848,1264
postal_code_P1A,-0.07023234771572574,0.07023234771572574,1265
postal_code_H4Y,0.06987741878874205,0.06987741878874205,1266
postal_code_J2H,-0.06928889147406851,0.06928889147406851,1267
postal_code_G5C,0.06851551797490109,0.06851551797490109,1268
postal_code_G4N,0.06814420284364622,0.06814420284364622,1269
postal_code_P8P,0.0679225238861448,0.0679225238861448,1270
postal_code_H2N,0.06790926962514765,0.06790926962514765,1271
postal_code_J7X,-0.06780266265907339,0.06780266265907339,1272
postal_code_H6Q,-0.06753437739347559,0.06753437739347559,1273
postal_code_J2V,0.0673066270110246,0.0673066270110246,1274
postal_code_E6U,-0.0671963414231849,0.0671963414231849,1275
postal_code_P1D,0.06681459977810796,0.06681459977810796,1276
postal_code_R8U,-0.06660299840012202,0.06660299840012202,1277
postal_code_M4U,0.06647563231921676,0.06647563231921676,1278
postal_code_R5J,-0.06595542538374524,0.06595542538374524,1279
postal_code_M6X,0.0646834223356834,0.0646834223356834,1280
postal_code_R3D,-0.06453307321794659,0.06453307321794659,1281
postal_code_B4T,0.06323613783501635,0.06323613783501635,1282
postal_code_V9U,-0.06195945106347711,0.06195945106347711,1283
postal_code_V4B,-0.0613519257040255,0.0613519257040255,1284
postal_code_T1X,-0.06107791328206499,0.06107791328206499,1285
postal_code_P6J,-0.06031025744594687,0.06031025744594687,1286
postal_code_T3W,0.06023462116502283,0.06023462116502283,1287
postal_code_L2D,-0.05984577672738684,0.05984577672738684,1288
postal_code_J7L,-0.059676301751633284,0.059676301751633284,1289
postal_code_L2P,0.0594592500427125,0.0594592500427125,1290
postal_code_B8D,-0.058992845268674175,0.058992845268674175,1291
postal_code_J1P,-0.05813855243764232,0.05813855243764232,1292
postal_code_A1Q,0.05805569818040678,0.05805569818040678,1293
postal_code_M3E,0.057875106475594795,0.057875106475594795,1294
postal_code_L8K,0.057426995071166734,0.057426995071166734,1295
postal_code_L7V,-0.05703709164605378,0.05703709164605378,1296
postal_code_R8A,0.056682744505250786,0.056682744505250786,1297
postal_code_T1H,0.05656443335994808,0.05656443335994808,1298
postal_code_M2I,0.05654865219725793,0.05654865219725793,1299
province_AB,-0.05638727237726622,0.05638727237726622,1300
postal_code_L4T,0.05602332562451693,0.05602332562451693,1301
postal_code_A1Z,0.055980197381106434,0.055980197381106434,1302
postal_code_M2B,-0.055635959700667634,0.055635959700667634,1303
postal_code_G1D,-0.05555632525247424,0.05555632525247424,1304
postal_code_M4X,-0.05539447512188456,0.05539447512188456,1305
postal_code_P7K,0.055355038328846945,0.055355038328846945,1306
postal_code_N9V,0.054915620154785176,0.054915620154785176,1307
postal_code_G9S,-0.05474760298422673,0.05474760298422673,1308
postal_code_L6U,-0.05426582630692414,0.05426582630692414,1309
postal_code_P7C,-0.05405391602243035,0.05405391602243035,1310
postal_code_M8U,-0.05393765912711905,0.05393765912711905,1311
vehicle_use_Business,0.05305940115726767,0.05305940115726767,1312
postal_code_T8M,0.05287079882256736,0.05287079882256736,1313
postal_code_H9A,0.052141051501162966,0.052141051501162966,1314
postal_code_J4J,0.052045454404748094,0.052045454404748094,1315
postal_code_P3K,0.051962404524046005,0.051962404524046005,1316
postal_code_V5E,-0.051545782698269954,0.051545782698269954,1317
postal_code_P5D,0.05129641065877611,0.05129641065877611,1318
postal_code_H1F,0.05107214509299798,0.05107214509299798,1319
postal_code_H7B,0.05101396330135535,0.05101396330135535,1320
postal_code_L8P,-0.050969540210550016,0.050969540210550016,1321
postal_code_V2I,0.05085171413925512,0.05085171413925512,1322
postal_code_V6M,-0.05025511768506157,0.05025511768506157,1323
postal_code_T3K,-0.050082982102608115,0.050082982102608115,1324
postal_code_A7A,-0.050030449414656425,0.050030449414656425,1325
postal_code_G8H,-0.04955243245317522,0.04955243245317522,1326
vehicle_brand_Tesla,0.048646650193453427,0.048646650193453427,1327
postal_code_T3E,0.04778190790655916,0.04778190790655916,1328
postal_code_B8R,0.04756929490702894,0.04756929490702894,1329
postal_code_B1R,0.04741720620111706,0.04741720620111706,1330
postal_code_H7Y,-0.046747672725851015,0.046747672725851015,1331
postal_code_G6O,-0.04613982210853023,0.04613982210853023,1332
postal_code_E1Z,0.04584474865329625,0.04584474865329625,1333
postal_code_H1W,-0.045421685724478814,0.045421685724478814,1334
postal_code_N4H,-0.04524168236600783,0.04524168236600783,1335
postal_code_L5I,0.04515036182880906,0.04515036182880906,1336
postal_code_N3N,-0.044346729679061586,0.044346729679061586,1337
postal_code_L8L,0.044346378604000536,0.044346378604000536,1338
postal_code_V7L,0.04423909532250807,0.04423909532250807,1339
postal_code_L5R,-0.0441507862065348,0.0441507862065348,1340
postal_code_V5F,0.0422758245452834,0.0422758245452834,1341
postal_code_M5F,-0.04221086324492533,0.04221086324492533,1342
postal_code_L9X,-0.04212076804208865,0.04212076804208865,1343
postal_code_R3T,-0.04172787971399674,0.04172787971399674,1344
postal_code_R4W,0.04124172631185037,0.04124172631185037,1345
postal_code_K7C,-0.040830205146816095,0.040830205146816095,1346
postal_code_V8K,-0.040571570493556586,0.040571570493556586,1347
postal_code_K5X,-0.03985252476703581,0.03985252476703581,1348
postal_code_G5Y,-0.0398226854243075,0.0398226854243075,1349
postal_code_V7H,0.03977553861628521,0.03977553861628521,1350
postal_code_K8Q,-0.03935360904126447,0.03935360904126447,1351
postal_code_N2R,-0.03775769652168424,0.03775769652168424,1352
postal_code_C5N,-0.03769572400780159,0.03769572400780159,1353
postal_code_P1I,0.03767748396702236,0.03767748396702236,1354
postal_code_M8D,-0.0376333715925945,0.0376333715925945,1355
postal_code_J6H,-0.037609671191896246,0.037609671191896246,1356
postal_code_V6T,-0.037517478577373635,0.037517478577373635,1357
postal_code_K9L,0.037225418640247615,0.037225418640247615,1358
postal_code_S2I,-0.037203783754203794,0.037203783754203794,1359
postal_code_H8X,0.037192867969174696,0.037192867969174696,1360
postal_code_K9V,0.0370014881852431,0.0370014881852431,1361
postal_code_E6L,0.036984725630263754,0.036984725630263754,1362
postal_code_J6R,-0.036155244666551296,0.036155244666551296,1363
postal_code_T6M,-0.03613787004273097,0.03613787004273097,1364
vehicle_brand_Nissan,0.036108804313515215,0.036108804313515215,1365
postal_code_R3R,-0.03593814807998976,0.03593814807998976,1366
postal_code_N8S,-0.035692677554609656,0.035692677554609656,1367
postal_code_G4D,-0.03558224974416126,0.03558224974416126,1368
postal_code_K3Z,0.03480148243108171,0.03480148243108171,1369
postal_code_E6F,0.034468121884415316,0.034468121884415316,1370
postal_code_R8K,0.03414328826435856,0.03414328826435856,1371
postal_code_L5U,-0.03385580597808873,0.03385580597808873,1372
postal_code_H1N,-0.03366033420620109,0.03366033420620109,1373
postal_code_N7Y,0.033520001077838944,0.033520001077838944,1374
postal_code_V3O,-0.0334033872907907,0.0334033872907907,1375
postal_code_T5N,-0.033242387608758646,0.033242387608758646,1376
postal_code_V5Y,0.033002104746699575,0.033002104746699575,1377
postal_code_G6H,0.032341175094337184,0.032341175094337184,1378
postal_code_T5M,-0.03217142839287214,0.03217142839287214,1379
postal_code_B7C,-0.03198682729483347,0.03198682729483347,1380
postal_code_V4Y,0.03146400550605929,0.03146400550605929,1381
postal_code_R1O,-0.031080895442844616,0.031080895442844616,1382
postal_code_R4D,-0.030991810396870264,0.030991810396870264,1383
postal_code_G1B,-0.030952645789998536,0.030952645789998536,1384
postal_code_A7C,-0.02960842949536908,0.02960842949536908,1385
postal_code_N3X,0.029468891762810118,0.029468891762810118,1386
postal_code_S7T,-0.029368745144243966,0.029368745144243966,1387
postal_code_K9K,0.02903989944815283,0.02903989944815283,1388
postal_code_K2O,-0.029000618176372915,0.029000618176372915,1389
vehicle_age,0.028730645678014845,0.028730645678014845,1390
postal_code_C9P,0.028449557286362257,0.028449557286362257,1391
postal_code_M9H,-0.028191739270243116,0.028191739270243116,1392
postal_code_N3J,0.027725307661172142,0.027725307661172142,1393
postal_code_J4P,0.026725695365433594,0.026725695365433594,1394
postal_code_K4S,-0.025915848600337407,0.025915848600337407,1395
postal_code_M2G,-0.023557774976921346,0.023557774976921346,1396
postal_code_T1B,-0.02324361333633932,0.02324361333633932,1397
postal_code_K8P,-0.022861111755756232,0.022861111755756232,1398
postal_code_T3V,0.022517463628419783,0.022517463628419783,1399
postal_code_N1O,-0.02240651652270503,0.02240651652270503,1400
postal_code_M2Z,0.022043888414507214,0.022043888414507214,1401
postal_code_H2T,-0.02175906590701355,0.02175906590701355,1402
postal_code_J4B,-0.02162888718399839,0.02162888718399839,1403
postal_code_S1N,0.021406926543422536,0.021406926543422536,1404
postal_code_V2D,0.02135827701108037,0.02135827701108037,1405
postal_code_V9M,0.020624530064322185,0.020624530064322185,1406
postal_code_K4H,0.02029590646200257,0.02029590646200257,1407
